/home/jeff/Desktop/opencount/opencount/opencount/projects/ProjectNameHere/blankballots_straight/blank.png,1,0,2,3,4,9,5,6,10
/home/jeff/Desktop/opencount/opencount/opencount/projects/ProjectNameHere/blankballots_straight/blank.png,0,1,7,8
